age,gender,voted,party,race
50,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
71,"FEMALE",1,"DEMOCRATIC","WHITE"
71,"MALE",1,"UNAFFILIATED","WHITE"
48,"MALE",0,"UNAFFILIATED","WHITE"
36,"FEMALE",1,"REPUBLICAN","WHITE"
84,"MALE",1,"REPUBLICAN","WHITE"
87,"FEMALE",0,"UNAFFILIATED","WHITE"
71,"FEMALE",1,"DEMOCRATIC","WHITE"
26,"FEMALE",1,"UNAFFILIATED","WHITE"
56,"MALE",1,"DEMOCRATIC","WHITE"
64,"FEMALE",1,"UNAFFILIATED","WHITE"
32,"FEMALE",0,"DEMOCRATIC","WHITE"
61,"FEMALE",1,"UNAFFILIATED","OTHER"
28,"MALE",1,"UNAFFILIATED","BLACK or AFRICAN AMERICAN"
92,"FEMALE",0,"DEMOCRATIC","WHITE"
70,"MALE",1,"REPUBLICAN","WHITE"
52,"FEMALE",1,"UNAFFILIATED","WHITE"
53,"MALE",1,"REPUBLICAN","WHITE"
56,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
58,"MALE",1,"REPUBLICAN","WHITE"
37,"MALE",1,"REPUBLICAN","WHITE"
26,"MALE",0,"UNAFFILIATED","OTHER"
71,"MALE",1,"REPUBLICAN","WHITE"
80,"FEMALE",1,"UNAFFILIATED","WHITE"
45,"FEMALE",0,"DEMOCRATIC","WHITE"
56,"MALE",0,"REPUBLICAN","WHITE"
29,"FEMALE",0,"REPUBLICAN","BLACK or AFRICAN AMERICAN"
42,"FEMALE",1,"REPUBLICAN","WHITE"
57,"FEMALE",0,"UNAFFILIATED","ASIAN"
82,"FEMALE",1,"REPUBLICAN","WHITE"
39,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
77,"FEMALE",1,"REPUBLICAN","WHITE"
47,"MALE",1,"REPUBLICAN","WHITE"
70,"FEMALE",1,"DEMOCRATIC","WHITE"
66,"MALE",1,"UNAFFILIATED","WHITE"
64,"MALE",1,"DEMOCRATIC","WHITE"
62,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
64,"MALE",1,"REPUBLICAN","WHITE"
49,"MALE",1,"REPUBLICAN","WHITE"
86,"FEMALE",0,"DEMOCRATIC","WHITE"
39,"FEMALE",1,"REPUBLICAN","WHITE"
85,"FEMALE",0,"REPUBLICAN","WHITE"
77,"MALE",0,"DEMOCRATIC","WHITE"
31,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
45,"FEMALE",0,"DEMOCRATIC","WHITE"
48,"FEMALE",1,"DEMOCRATIC","WHITE"
51,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
54,"MALE",1,"DEMOCRATIC","WHITE"
31,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
66,"FEMALE",1,"REPUBLICAN","WHITE"
69,"MALE",1,"DEMOCRATIC","WHITE"
64,"MALE",1,"REPUBLICAN","WHITE"
72,"FEMALE",1,"DEMOCRATIC","WHITE"
76,"MALE",0,"UNAFFILIATED","BLACK or AFRICAN AMERICAN"
54,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
37,"FEMALE",0,"REPUBLICAN","WHITE"
36,"FEMALE",0,"DEMOCRATIC","WHITE"
39,"FEMALE",1,"UNAFFILIATED","BLACK or AFRICAN AMERICAN"
51,"FEMALE",1,"REPUBLICAN","WHITE"
57,"FEMALE",1,"DEMOCRATIC","WHITE"
84,"FEMALE",1,"DEMOCRATIC","WHITE"
68,"FEMALE",1,"DEMOCRATIC","WHITE"
53,"MALE",1,"UNAFFILIATED","WHITE"
77,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
54,"MALE",0,"REPUBLICAN","WHITE"
83,"FEMALE",1,"DEMOCRATIC","WHITE"
76,"MALE",0,"REPUBLICAN","WHITE"
55,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
45,"FEMALE",1,"REPUBLICAN","WHITE"
68,"MALE",1,"DEMOCRATIC","WHITE"
49,"MALE",1,"DEMOCRATIC","WHITE"
83,"MALE",1,"UNAFFILIATED","WHITE"
63,"MALE",0,"UNAFFILIATED","WHITE"
65,"MALE",1,"UNAFFILIATED","WHITE"
59,"FEMALE",1,"DEMOCRATIC","UNDESIGNATED"
61,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
70,"MALE",0,"REPUBLICAN","OTHER"
58,"MALE",1,"REPUBLICAN","WHITE"
58,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
62,"MALE",1,"REPUBLICAN","WHITE"
74,"FEMALE",1,"REPUBLICAN","WHITE"
31,"FEMALE",1,"DEMOCRATIC","WHITE"
61,"MALE",1,"DEMOCRATIC","WHITE"
92,"FEMALE",0,"DEMOCRATIC","WHITE"
77,"FEMALE",1,"DEMOCRATIC","WHITE"
58,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
54,"MALE",1,"REPUBLICAN","WHITE"
55,"FEMALE",1,"REPUBLICAN","WHITE"
63,"FEMALE",1,"UNAFFILIATED","WHITE"
33,"FEMALE",0,"UNAFFILIATED","OTHER"
53,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
33,"FEMALE",0,"REPUBLICAN","WHITE"
46,"MALE",1,"REPUBLICAN","WHITE"
65,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
59,"FEMALE",0,"UNAFFILIATED","WHITE"
77,"MALE",0,"REPUBLICAN","WHITE"
72,"MALE",1,"DEMOCRATIC","WHITE"
74,"FEMALE",0,"REPUBLICAN","WHITE"
45,"MALE",0,"UNAFFILIATED","WHITE"
69,"FEMALE",0,"REPUBLICAN","WHITE"
87,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
29,"FEMALE",0,"UNAFFILIATED","WHITE"
69,"MALE",1,"REPUBLICAN","WHITE"
77,"FEMALE",1,"REPUBLICAN","WHITE"
32,"MALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
34,"MALE",1,"UNAFFILIATED","WHITE"
66,"FEMALE",1,"UNAFFILIATED","WHITE"
51,"MALE",1,"UNAFFILIATED","WHITE"
61,"MALE",1,"REPUBLICAN","WHITE"
55,"FEMALE",1,"UNAFFILIATED","WHITE"
33,"MALE",0,"REPUBLICAN","WHITE"
49,"FEMALE",1,"REPUBLICAN","WHITE"
72,"MALE",1,"DEMOCRATIC","WHITE"
49,"MALE",1,"DEMOCRATIC","WHITE"
87,"FEMALE",1,"REPUBLICAN","WHITE"
60,"FEMALE",1,"UNAFFILIATED","WHITE"
79,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
71,"FEMALE",1,"REPUBLICAN","WHITE"
82,"FEMALE",0,"REPUBLICAN","WHITE"
47,"FEMALE",1,"DEMOCRATIC","WHITE"
62,"MALE",1,"REPUBLICAN","WHITE"
78,"FEMALE",0,"DEMOCRATIC","WHITE"
52,"FEMALE",0,"DEMOCRATIC","WHITE"
60,"FEMALE",1,"DEMOCRATIC","WHITE"
66,"MALE",1,"REPUBLICAN","WHITE"
59,"FEMALE",1,"REPUBLICAN","WHITE"
40,"FEMALE",1,"REPUBLICAN","WHITE"
87,"FEMALE",1,"REPUBLICAN","WHITE"
48,"MALE",1,"REPUBLICAN","WHITE"
32,"FEMALE",0,"REPUBLICAN","WHITE"
73,"MALE",1,"UNAFFILIATED","WHITE"
47,"FEMALE",0,"UNAFFILIATED","WHITE"
40,"MALE",0,"UNAFFILIATED","WHITE"
57,"MALE",1,"REPUBLICAN","WHITE"
62,"FEMALE",1,"REPUBLICAN","WHITE"
76,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
45,"FEMALE",1,"REPUBLICAN","WHITE"
68,"MALE",1,"UNAFFILIATED","WHITE"
52,"MALE",0,"DEMOCRATIC","WHITE"
64,"FEMALE",1,"REPUBLICAN","WHITE"
58,"FEMALE",1,"UNAFFILIATED","OTHER"
54,"MALE",1,"REPUBLICAN","WHITE"
52,"FEMALE",1,"REPUBLICAN","WHITE"
63,"MALE",0,"UNAFFILIATED","WHITE"
52,"MALE",1,"REPUBLICAN","WHITE"
65,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
53,"MALE",1,"REPUBLICAN","WHITE"
31,"MALE",0,"REPUBLICAN","WHITE"
39,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
40,"MALE",1,"REPUBLICAN","WHITE"
71,"MALE",1,"REPUBLICAN","WHITE"
71,"FEMALE",1,"DEMOCRATIC","WHITE"
45,"MALE",1,"UNAFFILIATED","WHITE"
57,"MALE",1,"UNAFFILIATED","WHITE"
80,"FEMALE",0,"DEMOCRATIC","WHITE"
29,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
70,"MALE",0,"UNAFFILIATED","WHITE"
54,"FEMALE",1,"REPUBLICAN","WHITE"
78,"FEMALE",1,"REPUBLICAN","WHITE"
75,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
35,"FEMALE",1,"DEMOCRATIC","WHITE"
46,"MALE",1,"UNAFFILIATED","WHITE"
35,"MALE",1,"DEMOCRATIC","WHITE"
51,"FEMALE",1,"UNAFFILIATED","BLACK or AFRICAN AMERICAN"
79,"MALE",1,"REPUBLICAN","WHITE"
41,"MALE",1,"UNAFFILIATED","OTHER"
67,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
66,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
95,"FEMALE",0,"DEMOCRATIC","WHITE"
76,"FEMALE",1,"REPUBLICAN","WHITE"
26,"MALE",0,"UNAFFILIATED","WHITE"
52,"FEMALE",1,"UNAFFILIATED","WHITE"
84,"FEMALE",1,"REPUBLICAN","WHITE"
43,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
67,"FEMALE",1,"REPUBLICAN","WHITE"
53,"MALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
80,"FEMALE",1,"DEMOCRATIC","WHITE"
43,"MALE",1,"REPUBLICAN","WHITE"
42,"MALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
95,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
54,"FEMALE",0,"DEMOCRATIC","WHITE"
44,"MALE",1,"REPUBLICAN","WHITE"
66,"FEMALE",1,"REPUBLICAN","WHITE"
54,"MALE",1,"REPUBLICAN","WHITE"
86,"MALE",1,"DEMOCRATIC","WHITE"
78,"FEMALE",1,"DEMOCRATIC","WHITE"
52,"FEMALE",1,"REPUBLICAN","WHITE"
73,"MALE",1,"REPUBLICAN","WHITE"
70,"MALE",1,"DEMOCRATIC","WHITE"
72,"FEMALE",1,"UNAFFILIATED","WHITE"
57,"MALE",1,"UNAFFILIATED","WHITE"
73,"FEMALE",0,"DEMOCRATIC","WHITE"
83,"MALE",1,"UNAFFILIATED","WHITE"
74,"FEMALE",1,"DEMOCRATIC","WHITE"
74,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
87,"MALE",1,"DEMOCRATIC","WHITE"
57,"FEMALE",1,"REPUBLICAN","WHITE"
28,"MALE",1,"REPUBLICAN","WHITE"
34,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
40,"MALE",0,"REPUBLICAN","WHITE"
49,"FEMALE",1,"REPUBLICAN","WHITE"
76,"FEMALE",1,"UNAFFILIATED","WHITE"
53,"FEMALE",1,"REPUBLICAN","WHITE"
36,"MALE",1,"UNAFFILIATED","WHITE"
46,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
51,"FEMALE",1,"REPUBLICAN","WHITE"
73,"FEMALE",1,"REPUBLICAN","WHITE"
46,"FEMALE",0,"REPUBLICAN","WHITE"
80,"FEMALE",1,"REPUBLICAN","WHITE"
45,"FEMALE",1,"UNAFFILIATED","WHITE"
54,"MALE",1,"REPUBLICAN","WHITE"
82,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
49,"FEMALE",1,"REPUBLICAN","WHITE"
64,"MALE",1,"DEMOCRATIC","WHITE"
75,"MALE",1,"REPUBLICAN","WHITE"
74,"FEMALE",1,"UNAFFILIATED","BLACK or AFRICAN AMERICAN"
46,"FEMALE",1,"DEMOCRATIC","WHITE"
85,"FEMALE",1,"REPUBLICAN","WHITE"
103,"FEMALE",0,"UNAFFILIATED","WHITE"
48,"FEMALE",1,"REPUBLICAN","WHITE"
71,"MALE",1,"UNAFFILIATED","WHITE"
68,"MALE",1,"UNAFFILIATED","WHITE"
52,"MALE",0,"REPUBLICAN","OTHER"
88,"MALE",1,"REPUBLICAN","WHITE"
87,"MALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
79,"MALE",0,"DEMOCRATIC","WHITE"
80,"FEMALE",1,"DEMOCRATIC","WHITE"
66,"FEMALE",1,"UNAFFILIATED","WHITE"
44,"MALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
47,"FEMALE",1,"DEMOCRATIC","WHITE"
72,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
73,"MALE",1,"REPUBLICAN","WHITE"
67,"MALE",0,"REPUBLICAN","WHITE"
80,"MALE",0,"UNAFFILIATED","WHITE"
90,"FEMALE",0,"DEMOCRATIC","WHITE"
54,"FEMALE",0,"DEMOCRATIC","WHITE"
78,"MALE",1,"REPUBLICAN","WHITE"
51,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
73,"FEMALE",1,"DEMOCRATIC","WHITE"
61,"FEMALE",1,"REPUBLICAN","WHITE"
96,"FEMALE",0,"UNAFFILIATED","WHITE"
66,"MALE",1,"UNAFFILIATED","WHITE"
83,"FEMALE",1,"REPUBLICAN","WHITE"
52,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
55,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
74,"FEMALE",1,"REPUBLICAN","WHITE"
69,"FEMALE",1,"DEMOCRATIC","WHITE"
67,"FEMALE",1,"UNAFFILIATED","WHITE"
67,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
49,"MALE",1,"REPUBLICAN","WHITE"
67,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
44,"MALE",1,"DEMOCRATIC","WHITE"
44,"MALE",0,"DEMOCRATIC","WHITE"
51,"FEMALE",0,"UNAFFILIATED","WHITE"
55,"FEMALE",1,"REPUBLICAN","WHITE"
76,"MALE",1,"UNAFFILIATED","WHITE"
69,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
79,"FEMALE",0,"DEMOCRATIC","WHITE"
52,"MALE",1,"REPUBLICAN","WHITE"
59,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
27,"MALE",1,"UNAFFILIATED","WHITE"
72,"MALE",1,"REPUBLICAN","WHITE"
67,"FEMALE",1,"REPUBLICAN","WHITE"
55,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
74,"MALE",0,"REPUBLICAN","WHITE"
69,"MALE",1,"DEMOCRATIC","WHITE"
26,"FEMALE",0,"REPUBLICAN","INDIAN AMERICAN or ALASKA NATIVE"
45,"FEMALE",1,"REPUBLICAN","WHITE"
28,"FEMALE",0,"REPUBLICAN","WHITE"
55,"MALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
34,"FEMALE",1,"REPUBLICAN","WHITE"
81,"MALE",1,"UNAFFILIATED","WHITE"
38,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
49,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
72,"FEMALE",1,"DEMOCRATIC","WHITE"
73,"MALE",1,"DEMOCRATIC","WHITE"
72,"MALE",1,"UNAFFILIATED","WHITE"
52,"MALE",1,"DEMOCRATIC","WHITE"
27,"FEMALE",0,"DEMOCRATIC","ASIAN"
53,"MALE",0,"UNAFFILIATED","WHITE"
66,"FEMALE",0,"DEMOCRATIC","WHITE"
46,"FEMALE",1,"REPUBLICAN","WHITE"
71,"MALE",1,"UNAFFILIATED","WHITE"
60,"FEMALE",0,"REPUBLICAN","WHITE"
55,"FEMALE",1,"UNAFFILIATED","WHITE"
59,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
80,"FEMALE",0,"DEMOCRATIC","WHITE"
59,"MALE",1,"REPUBLICAN","WHITE"
43,"MALE",1,"UNAFFILIATED","WHITE"
84,"FEMALE",0,"DEMOCRATIC","WHITE"
83,"MALE",0,"REPUBLICAN","WHITE"
80,"MALE",1,"DEMOCRATIC","WHITE"
68,"FEMALE",1,"UNAFFILIATED","WHITE"
74,"FEMALE",1,"UNAFFILIATED","WHITE"
84,"MALE",1,"REPUBLICAN","WHITE"
38,"MALE",1,"REPUBLICAN","WHITE"
74,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
80,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
54,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
42,"MALE",0,"REPUBLICAN","WHITE"
66,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
59,"FEMALE",1,"DEMOCRATIC","WHITE"
29,"MALE",0,"UNAFFILIATED","WHITE"
64,"MALE",1,"REPUBLICAN","WHITE"
89,"MALE",0,"DEMOCRATIC","WHITE"
64,"FEMALE",1,"DEMOCRATIC","WHITE"
56,"MALE",1,"UNAFFILIATED","WHITE"
40,"FEMALE",1,"REPUBLICAN","WHITE"
43,"MALE",1,"DEMOCRATIC","TWO or MORE RACES"
51,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
51,"FEMALE",1,"REPUBLICAN","WHITE"
27,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
84,"FEMALE",0,"DEMOCRATIC","WHITE"
74,"FEMALE",0,"DEMOCRATIC","WHITE"
54,"FEMALE",1,"DEMOCRATIC","WHITE"
67,"FEMALE",1,"REPUBLICAN","WHITE"
52,"FEMALE",1,"DEMOCRATIC","WHITE"
70,"MALE",0,"DEMOCRATIC","WHITE"
40,"MALE",1,"UNAFFILIATED","WHITE"
37,"MALE",1,"UNAFFILIATED","WHITE"
58,"FEMALE",1,"DEMOCRATIC","WHITE"
67,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
32,"MALE",0,"UNAFFILIATED","WHITE"
56,"FEMALE",1,"REPUBLICAN","WHITE"
26,"FEMALE",1,"REPUBLICAN","WHITE"
51,"FEMALE",1,"UNAFFILIATED","WHITE"
73,"MALE",1,"DEMOCRATIC","WHITE"
31,"FEMALE",0,"DEMOCRATIC","WHITE"
71,"FEMALE",1,"UNAFFILIATED","WHITE"
66,"MALE",1,"REPUBLICAN","WHITE"
68,"FEMALE",1,"REPUBLICAN","WHITE"
67,"FEMALE",1,"DEMOCRATIC","WHITE"
29,"FEMALE",1,"DEMOCRATIC","OTHER"
61,"MALE",1,"DEMOCRATIC","WHITE"
70,"MALE",1,"DEMOCRATIC","WHITE"
45,"MALE",1,"UNAFFILIATED","WHITE"
69,"FEMALE",1,"REPUBLICAN","WHITE"
59,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
68,"FEMALE",1,"DEMOCRATIC","WHITE"
60,"FEMALE",1,"UNAFFILIATED","WHITE"
88,"FEMALE",1,"DEMOCRATIC","WHITE"
76,"MALE",1,"UNAFFILIATED","WHITE"
79,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
46,"FEMALE",0,"DEMOCRATIC","WHITE"
63,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
69,"MALE",1,"DEMOCRATIC","WHITE"
78,"FEMALE",1,"DEMOCRATIC","WHITE"
80,"MALE",1,"UNAFFILIATED","WHITE"
51,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
89,"FEMALE",1,"REPUBLICAN","WHITE"
60,"FEMALE",1,"DEMOCRATIC","WHITE"
69,"MALE",1,"REPUBLICAN","WHITE"
77,"FEMALE",0,"DEMOCRATIC","WHITE"
75,"MALE",1,"DEMOCRATIC","UNDESIGNATED"
53,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
75,"MALE",0,"UNAFFILIATED","WHITE"
67,"MALE",1,"UNAFFILIATED","WHITE"
80,"FEMALE",1,"DEMOCRATIC","WHITE"
72,"FEMALE",1,"REPUBLICAN","WHITE"
67,"MALE",1,"REPUBLICAN","WHITE"
69,"MALE",1,"UNAFFILIATED","WHITE"
58,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
67,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
47,"MALE",1,"REPUBLICAN","WHITE"
79,"FEMALE",1,"UNAFFILIATED","WHITE"
42,"MALE",1,"DEMOCRATIC","WHITE"
37,"MALE",1,"REPUBLICAN","WHITE"
66,"FEMALE",1,"REPUBLICAN","WHITE"
30,"FEMALE",0,"DEMOCRATIC","WHITE"
53,"FEMALE",1,"DEMOCRATIC","WHITE"
39,"FEMALE",0,"UNAFFILIATED","WHITE"
66,"FEMALE",1,"UNAFFILIATED","WHITE"
61,"MALE",1,"REPUBLICAN","WHITE"
80,"MALE",1,"UNAFFILIATED","WHITE"
73,"FEMALE",0,"UNAFFILIATED","WHITE"
73,"FEMALE",1,"DEMOCRATIC","WHITE"
79,"FEMALE",1,"UNAFFILIATED","WHITE"
80,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
38,"FEMALE",1,"REPUBLICAN","WHITE"
53,"MALE",1,"REPUBLICAN","WHITE"
64,"FEMALE",1,"REPUBLICAN","WHITE"
48,"MALE",1,"REPUBLICAN","OTHER"
48,"FEMALE",1,"DEMOCRATIC","WHITE"
55,"MALE",1,"REPUBLICAN","WHITE"
58,"FEMALE",1,"REPUBLICAN","WHITE"
30,"FEMALE",1,"UNAFFILIATED","WHITE"
70,"MALE",1,"REPUBLICAN","WHITE"
74,"MALE",1,"DEMOCRATIC","WHITE"
67,"MALE",0,"DEMOCRATIC","WHITE"
85,"FEMALE",1,"REPUBLICAN","WHITE"
47,"MALE",1,"REPUBLICAN","WHITE"
44,"FEMALE",1,"UNAFFILIATED","WHITE"
60,"FEMALE",1,"UNAFFILIATED","WHITE"
61,"MALE",1,"DEMOCRATIC","WHITE"
59,"MALE",1,"REPUBLICAN","WHITE"
52,"FEMALE",1,"REPUBLICAN","WHITE"
61,"FEMALE",1,"REPUBLICAN","WHITE"
45,"MALE",1,"REPUBLICAN","WHITE"
63,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
70,"FEMALE",1,"REPUBLICAN","WHITE"
62,"FEMALE",1,"REPUBLICAN","WHITE"
85,"MALE",1,"REPUBLICAN","WHITE"
80,"MALE",1,"REPUBLICAN","WHITE"
62,"MALE",1,"DEMOCRATIC","WHITE"
90,"FEMALE",0,"DEMOCRATIC","WHITE"
63,"MALE",1,"REPUBLICAN","WHITE"
45,"FEMALE",1,"UNAFFILIATED","WHITE"
43,"FEMALE",1,"UNAFFILIATED","WHITE"
43,"FEMALE",1,"UNAFFILIATED","WHITE"
46,"FEMALE",1,"REPUBLICAN","WHITE"
69,"FEMALE",1,"REPUBLICAN","WHITE"
89,"FEMALE",1,"UNAFFILIATED","WHITE"
43,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
43,"FEMALE",1,"UNAFFILIATED","ASIAN"
45,"MALE",1,"UNAFFILIATED","WHITE"
42,"FEMALE",0,"REPUBLICAN","WHITE"
46,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
49,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
52,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
26,"FEMALE",0,"REPUBLICAN","WHITE"
83,"MALE",1,"DEMOCRATIC","WHITE"
57,"MALE",1,"DEMOCRATIC","WHITE"
60,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
68,"FEMALE",1,"DEMOCRATIC","WHITE"
57,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
56,"FEMALE",1,"REPUBLICAN","WHITE"
28,"MALE",0,"DEMOCRATIC","WHITE"
59,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
56,"MALE",1,"REPUBLICAN","WHITE"
56,"MALE",1,"REPUBLICAN","WHITE"
88,"FEMALE",0,"DEMOCRATIC","WHITE"
64,"FEMALE",1,"DEMOCRATIC","WHITE"
52,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
67,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
76,"MALE",1,"REPUBLICAN","WHITE"
36,"FEMALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
58,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
70,"MALE",0,"DEMOCRATIC","WHITE"
61,"FEMALE",1,"REPUBLICAN","WHITE"
37,"MALE",1,"UNAFFILIATED","WHITE"
85,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
29,"FEMALE",1,"REPUBLICAN","WHITE"
48,"MALE",1,"UNAFFILIATED","WHITE"
58,"FEMALE",1,"REPUBLICAN","WHITE"
63,"FEMALE",1,"REPUBLICAN","WHITE"
49,"FEMALE",1,"REPUBLICAN","WHITE"
61,"FEMALE",0,"DEMOCRATIC","INDIAN AMERICAN or ALASKA NATIVE"
27,"MALE",0,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
40,"MALE",1,"UNAFFILIATED","WHITE"
86,"FEMALE",1,"REPUBLICAN","WHITE"
51,"MALE",1,"DEMOCRATIC","WHITE"
63,"MALE",1,"DEMOCRATIC","WHITE"
52,"FEMALE",1,"REPUBLICAN","WHITE"
84,"MALE",0,"UNAFFILIATED","WHITE"
56,"FEMALE",0,"DEMOCRATIC","WHITE"
76,"FEMALE",0,"DEMOCRATIC","WHITE"
78,"MALE",1,"REPUBLICAN","WHITE"
51,"MALE",1,"REPUBLICAN","WHITE"
58,"MALE",1,"UNAFFILIATED","WHITE"
33,"FEMALE",0,"REPUBLICAN","WHITE"
69,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
47,"FEMALE",1,"DEMOCRATIC","WHITE"
59,"MALE",1,"REPUBLICAN","WHITE"
40,"MALE",1,"DEMOCRATIC","INDIAN AMERICAN or ALASKA NATIVE"
58,"MALE",1,"REPUBLICAN","WHITE"
30,"FEMALE",1,"REPUBLICAN","WHITE"
69,"FEMALE",1,"REPUBLICAN","WHITE"
61,"MALE",1,"REPUBLICAN","WHITE"
51,"FEMALE",1,"REPUBLICAN","WHITE"
49,"MALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
72,"MALE",0,"UNAFFILIATED","WHITE"
66,"MALE",0,"UNAFFILIATED","WHITE"
44,"MALE",1,"UNAFFILIATED","WHITE"
35,"FEMALE",1,"REPUBLICAN","WHITE"
72,"MALE",0,"UNAFFILIATED","WHITE"
58,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
68,"FEMALE",1,"DEMOCRATIC","BLACK or AFRICAN AMERICAN"
44,"FEMALE",1,"UNAFFILIATED","WHITE"
